
 num     #instances         #bytes  class name
 249:            47           1168  [Ljavax.management.MBeanOperationInfo;
 250:            49           1168  [Lsun.reflect.generics.tree.ClassTypeSignature;
 251:            73           1168  scala.Some
 252:            48           1152  sun.reflect.generics.scope.ClassScope
 253:            47           1128  com.typesafe.config.impl.Path
 254:            47           1128  com.typesafe.config.impl.SimpleConfigList
 255:            28           1120  akka.actor.Address
 256:            28           1120  java.lang.invoke.DirectMethodHandle$Interface
 257:            10           1120  org.apache.flink.api.common.ExecutionConfig
 258:            23           1104  sun.management.DiagnosticCommandInfo
 259:            15           1080  java.util.logging.Logger
 260:            15           1080  org.apache.logging.log4j.core.config.LoggerConfig
 261:             2           1056  [Ljava.util.TimerTask;
 262:            44           1056  com.sun.jmx.mbeanserver.NamedObject
 263:            66           1056  com.sun.proxy.$Proxy1
 264:            66           1056  java.util.concurrent.CountDownLatch
 265:             1           1040  [Ljava.lang.Byte;
 266:             1           1040  [Ljava.lang.Integer;
 267:             1           1040  [Ljava.lang.Long;
 268:             1           1040  [Ljava.lang.Short;
 269:            65           1040  java.util.LinkedHashSet
 270:            41           1024  [Lorg.apache.flink.configuration.description.InlineElement;
 271:            32           1024  scala.collection.immutable.RedBlackTree$BlackTree
 272:            21           1008  java.util.concurrent.LinkedBlockingQueue
 273:            14           1008  java.util.regex.Pattern
 274:            41            992  [Ljava.io.ObjectStreamClass$ClassDataSlot;
 275:            31            992  java.util.logging.LogManager$LogNode
 276:            31            992  javax.management.MBeanParameterInfo
 277:            41            984  java.util.Collections$UnmodifiableRandomAccessList
 278:            41            984  java.util.regex.Pattern$GroupHead
 279:            41            984  java.util.regex.Pattern$GroupTail
 280:            20            960  akka.actor.RepointableActorRef
 281:            30            960  java.security.Provider$EngineDescription
 282:            40            960  org.apache.flink.shaded.netty4.io.netty.util.internal.ThreadExecutorMap$1
 283:            29            952  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser;
 284:            55            952  [Lsun.reflect.generics.tree.FormalTypeParameter;
 285:            38            912  akka.actor.LightArrayRevolverScheduler$TaskHolder
 286:            38            912  akka.dispatch.UnboundedMailbox$MessageQueue
 287:            38            912  java.io.ObjectStreamClass$ExceptionInfo
 288:            38            912  java.time.Duration
 289:            38            912  org.apache.flink.api.common.eventtime.CombinedWatermarkStatus$PartialWatermark
 290:            19            912  org.apache.flink.runtime.state.DefaultOperatorStateBackend
 291:             9            896  [D
 292:            28            896  java.util.zip.ZipCoder
 293:            28            896  org.apache.flink.util.concurrent.ExecutorThreadFactory
 294:            10            880  akka.dispatch.Dispatcher
 295:            22            880  javax.management.MBeanOperationInfo
 296:            22            880  sun.util.locale.BaseLocale$Key
 297:            18            864  java.nio.HeapCharBuffer
 298:            27            864  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 299:            12            864  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
 300:            12            864  sun.nio.ch.EPollArrayWrapper
 301:            12            864  sun.nio.ch.EPollSelectorImpl
 302:            53            848  sun.reflect.DelegatingMethodAccessorImpl
 303:            35            840  java.lang.StringBuilder
 304:            15            840  javax.management.openmbean.ArrayType
 305:             5            840  org.apache.flink.streaming.runtime.tasks.SourceStreamTask
 306:            26            832  java.lang.reflect.WeakCache$CacheValue
 307:            26            832  java.time.format.DateTimeFormatterBuilder$NumberPrinterParser
 308:            26            832  org.apache.flink.api.common.JobID
 309:            34            816  java.lang.ProcessEnvironment$Value
 310:            34            816  java.lang.ProcessEnvironment$Variable
 311:            51            816  java.lang.ThreadLocal
 312:            34            816  java.util.concurrent.CopyOnWriteArrayList
 313:            34            816  org.apache.flink.shaded.netty4.io.netty.util.internal.logging.LocationAwareSlf4JLogger
 314:            17            816  org.apache.logging.log4j.message.ReusableParameterizedMessage
 315:            20            800  com.sun.jmx.mbeanserver.MXBeanSupport
 316:            50            800  java.util.LinkedHashMap$LinkedKeySet
 317:            20            800  org.apache.flink.runtime.metrics.TimerGauge
 318:            10            800  org.apache.flink.runtime.metrics.groups.TaskMetricGroup
 319:             5            800  org.apache.flink.streaming.runtime.tasks.OneInputStreamTask
 320:            25            800  org.apache.flink.util.AbstractID
 321:            20            800  org.apache.logging.log4j.core.pattern.DatePatternConverter$FixedFormatter
 322:            33            792  java.util.Collections$SingletonList
 323:            49            784  com.sun.proxy.$Proxy2
 324:            14            784  java.util.zip.ZipFile$ZipFileInflaterInputStream
 325:            14            784  java.util.zip.ZipFile$ZipFileInputStream
 326:            14            784  scala.collection.immutable.Vector
 327:             3            768  [Ljava.time.LocalDateTime;
 328:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
 329:            32            768  com.typesafe.config.impl.ConfigBoolean
 330:            24            768  java.lang.reflect.Proxy$Key1
 331:             2            768  java.util.TimerThread
 332:            24            768  java.util.concurrent.FutureTask
 333:            24            768  java.util.regex.Pattern$Branch
 334:            32            768  scala.collection.immutable.HashSet$HashSet1
 335:            19            760  org.apache.flink.runtime.metrics.groups.InternalOperatorIOMetricGroup
 336:            19            760  org.apache.flink.streaming.api.operators.StreamTaskStateInitializerImpl$StreamOperatorStateContextImpl
 337:            19            760  org.apache.flink.streaming.runtime.tasks.StreamOperatorWrapper
 338:            19            760  org.apache.flink.streaming.util.LatencyStats
 339:             2            752  org.apache.logging.log4j.core.util.Log4jThread
 340:            23            736  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 341:            23            736  org.apache.flink.streaming.runtime.streamrecord.StreamRecord
 342:            23            736  sun.management.DiagnosticCommandImpl$Wrapper
 343:            30            720  java.lang.invoke.Invokers
 344:            15            720  java.lang.management.PlatformComponent
 345:            45            720  java.util.concurrent.atomic.AtomicReference
 346:            30            720  java.util.zip.ZStreamRef
 347:            10            720  org.apache.flink.runtime.metrics.groups.TaskIOMetricGroup
 348:            10            720  org.apache.flink.streaming.runtime.tasks.SubtaskCheckpointCoordinatorImpl
 349:            30            720  scala.collection.mutable.DefaultEntry
 350:            22            704  sun.reflect.annotation.AnnotationType
 351:            22            704  sun.util.locale.BaseLocale
 352:            29            696  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser
 353:            29            696  java.util.BitSet
 354:            29            696  java.util.jar.Attributes$Name
 355:            17            680  com.sun.jmx.mbeanserver.PerInterface
 356:            17            680  com.typesafe.config.impl.SimpleConfig$MemoryUnit
 357:            17            680  java.time.format.DateTimeFormatter
 358:            17            680  java.util.IdentityHashMap
 359:            21            672  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference
 360:            28            672  java.security.Provider$UString
 361:            21            672  org.apache.flink.runtime.state.StateSerializerProvider$EagerlyRegisteredStateSerializerProvider
 362:            14            672  sun.misc.URLClassPath
 363:            27            648  java.time.LocalTime
 364:             9            648  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer
 365:            16            640  akka.util.SubclassifiedIndex$Nonroot
 366:            40            640  java.lang.Boolean
 367:            20            640  java.net.InetAddress$InetAddressHolder
 368:            20            640  java.util.Locale
 369:            16            640  java.util.concurrent.CompletableFuture$UniWhenComplete
 370:            10            640  org.apache.flink.runtime.io.network.buffer.LocalBufferPool
 371:            20            640  org.apache.flink.runtime.metrics.groups.TaskIOMetricGroup$SumCounter
 372:            40            640  org.apache.flink.shaded.netty4.io.netty.channel.epoll.EpollEventLoop$1
 373:            40            640  org.apache.flink.shaded.netty4.io.netty.util.collection.IntObjectHashMap$1
 374:            40            640  org.apache.flink.shaded.netty4.io.netty.util.collection.IntObjectHashMap$EntrySet
 375:            40            640  org.apache.flink.shaded.netty4.io.netty.util.collection.IntObjectHashMap$KeySet
 376:            10            640  org.apache.flink.streaming.runtime.tasks.SubtaskCheckpointCoordinatorImpl$1
 377:            20            640  org.apache.flink.streaming.runtime.tasks.SystemProcessingTimeService
 378:            16            640  org.jboss.netty.util.internal.ConcurrentIdentityWeakKeyHashMap$Segment
 379:             3            624  [Ljava.lang.invoke.LambdaForm;
 380:            26            624  [Ljavax.management.MBeanParameterInfo;
 381:            26            624  akka.actor.ArgsReflectConstructor
 382:            26            624  akka.dispatch.CachingConfig$StringPathEntry
 383:            19            608  org.apache.flink.api.common.eventtime.CombinedWatermarkStatus
 384:            19            608  org.apache.flink.runtime.metrics.dump.QueryScopeInfo$OperatorQueryScopeInfo
 385:            19            608  org.apache.flink.runtime.state.SnapshotStrategyRunner
 386:            38            608  org.apache.flink.streaming.api.graph.StreamConfig
 387:            19            608  org.apache.flink.streaming.api.operators.StreamOperatorStateHandler
 388:            19            608  org.apache.flink.streaming.runtime.tasks.ProcessingTimeServiceImpl
 389:            25            600  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 390:            25            600  java.lang.Double
 391:            15            600  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle
 392:            15            600  java.util.concurrent.CompletableFuture$UniRun
