Flink 中只有一个作业,用到:
com.github.yck.datasource.WebLogDataGenerator
com.github.yck.datasource.DataGenerateStrategy
com.github.yck.simpletask.StatelessTask
三个类
 num     #instances         #bytes  class name
 266:            17            816  java.nio.HeapByteBuffer
 267:            34            816  java.util.concurrent.CopyOnWriteArrayList
 268:            34            816  org.apache.flink.shaded.netty4.io.netty.util.internal.logging.LocationAwareSlf4JLogger
 269:            20            800  com.sun.jmx.mbeanserver.MXBeanSupport
 270:            33            792  java.util.Collections$SingletonList
 271:            49            784  com.sun.proxy.$Proxy2
 272:            49            784  java.util.LinkedHashSet
 273:            14            784  scala.collection.immutable.Vector
 274:            32            776  [Ljava.io.ObjectStreamClass$ClassDataSlot;
 275:             3            768  [Ljava.time.LocalDateTime;
 276:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
 277:            32            768  com.typesafe.config.impl.ConfigBoolean
 278:            24            768  java.lang.reflect.Proxy$Key1
 279:             2            768  java.util.TimerThread
 280:            24            768  java.util.regex.Pattern$Branch
 281:            24            768  java.util.zip.ZipCoder
 282:            32            768  scala.collection.immutable.HashSet$HashSet1
 283:            48            768  sun.reflect.BootstrapConstructorAccessorImpl
 284:             2            752  org.apache.logging.log4j.core.util.Log4jThread
 285:            31            744  java.lang.ThreadLocal$ThreadLocalMap
 286:            31            744  org.apache.flink.metrics.SimpleCounter
 287:            23            736  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 288:            23            736  sun.management.DiagnosticCommandImpl$Wrapper
 289:            13            728  sun.util.calendar.ZoneInfo
 290:            30            720  java.lang.invoke.Invokers
 291:            15            720  java.lang.management.PlatformComponent
 292:            30            720  scala.collection.mutable.DefaultEntry
 293:            22            704  sun.reflect.annotation.AnnotationType
 294:            22            704  sun.util.locale.BaseLocale
 295:            29            696  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser
 296:            17            680  com.sun.jmx.mbeanserver.PerInterface
 297:            17            680  com.typesafe.config.impl.SimpleConfig$MemoryUnit
 298:            17            680  java.time.format.DateTimeFormatter
 299:            21            672  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference
 300:            28            672  java.security.Provider$UString
 301:            41            656  sun.reflect.DelegatingMethodAccessorImpl
 302:            27            648  java.time.LocalTime
 303:            16            640  akka.util.SubclassifiedIndex$Nonroot
 304:            20            640  java.net.InetAddress$InetAddressHolder
 305:            20            640  java.util.Locale
 306:            40            640  org.apache.flink.shaded.netty4.io.netty.channel.epoll.EpollEventLoop$1
 307:            40            640  org.apache.flink.shaded.netty4.io.netty.util.collection.IntObjectHashMap$1
 308:            40            640  org.apache.flink.shaded.netty4.io.netty.util.collection.IntObjectHashMap$EntrySet
 309:            40            640  org.apache.flink.shaded.netty4.io.netty.util.collection.IntObjectHashMap$KeySet
 310:             8            640  org.apache.logging.log4j.core.util.datetime.FixedDateFormat
 311:            16            640  org.jboss.netty.util.internal.ConcurrentIdentityWeakKeyHashMap$Segment
 312:             3            624  [Ljava.lang.invoke.LambdaForm;
 313:            26            624  [Ljavax.management.MBeanParameterInfo;
 314:            26            624  akka.actor.ArgsReflectConstructor
 315:            26            624  akka.dispatch.CachingConfig$StringPathEntry
 316:            13            624  java.util.concurrent.LinkedBlockingQueue
 317:            25            600  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 318:            15            600  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle
 319:            24            592  [Ljava.util.regex.Pattern$Node;
 320:            37            592  org.apache.flink.configuration.description.LineBreakElement
 321:            23            584  [Ljava.security.ProtectionDomain;
 322:            26            584  [Ljavax.management.MBeanNotificationInfo;
 323:            24            576  java.util.AbstractMap$SimpleImmutableEntry
 324:             7            560  java.util.concurrent.ScheduledThreadPoolExecutor
 325:            14            560  javax.management.openmbean.SimpleType
 326:            10            560  sun.invoke.util.Wrapper
 327:             7            560  sun.net.www.protocol.jar.URLJarFile
 328:            23            552  [Lsun.management.DiagnosticCommandArgumentInfo;
 329:            23            552  akka.actor.LightArrayRevolverScheduler$TaskHolder
 330:            23            552  java.util.zip.ZStreamRef
 331:            34            544  java.util.concurrent.atomic.AtomicReference
 332:             1            528  [Ljava.lang.Character;
 333:             1            528  [Lorg.apache.flink.runtime.state.heap.StateMap;
 334:            22            528  com.sun.jmx.mbeanserver.StandardMBeanSupport
 335:            33            528  java.util.LinkedHashMap$LinkedEntrySet
 336:            22            528  java.util.LinkedList$Node
 337:            22            528  java.util.regex.Pattern$BitClass
 338:            22            528  org.apache.logging.log4j.core.pattern.PatternFormatter
 339:             5            520  org.apache.logging.log4j.core.impl.MutableLogEvent
 340:            16            512  akka.event.BusLogging
 341:             4            512  akka.remote.RemoteSettings
 342:            16            512  java.io.FileDescriptor
 343:            16            512  java.time.temporal.ChronoUnit
 344:            16            512  java.util.LinkedList
 345:            16            512  org.apache.flink.runtime.metrics.dump.QueryScopeInfo$TaskQueryScopeInfo
 346:             8            512  org.jboss.netty.channel.socket.nio.NioWorker
 347:            21            504  java.util.Locale$LocaleKey
 348:             9            504  javax.management.openmbean.CompositeType
 349:            21            504  org.apache.flink.runtime.metrics.dump.QueryScopeInfo$TaskManagerQueryScopeInfo
 350:            21            504  scala.collection.immutable.TreeMap
 351:            15            480  akka.actor.OneForOneStrategy
 352:            10            480  org.apache.logging.log4j.core.lookup.ConfigurationStrSubstitutor
 353:            20            480  scala.PartialFunction$OrElse
 354:            12            480  scala.collection.mutable.HashMap
 355:             6            456  [Lsun.invoke.util.Wrapper;
 356:            19            456  java.util.jar.Attributes$Name
 357:            19            456  java.util.regex.Pattern$Ctype
 358:             4            448  [Ljava.time.ZoneOffset;
 359:            14            448  akka.event.MarkerLoggingAdapter
 360:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
 361:            14            448  org.apache.logging.log4j.core.config.AwaitCompletionReliabilityStrategy
 362:            28            448  scala.collection.immutable.Set$Set1
 363:            11            440  org.apache.flink.runtime.state.heap.CopyOnWriteStateMap$StateMapEntry
 364:            22            432  [Ljavax.management.MBeanConstructorInfo;
 365:            18            432  akka.actor.LocalActorRef
 366:            18            432  java.lang.RuntimePermission
 367:             9            432  java.util.Properties
 368:            20            424  [Lsun.reflect.generics.tree.FieldTypeSignature;
 369:            13            416  akka.dispatch.MonitorableThreadFactory
 370:            13            416  java.lang.invoke.SimpleMethodHandle
 371:            13            416  javax.management.MBeanNotificationInfo
 372:            17            408  com.typesafe.config.impl.TokenType
 373:            17            408  java.lang.management.ManagementPermission
 374:            17            408  java.util.BitSet
 375:             8            400  [Ljava.lang.reflect.Method;
 376:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 377:             5            400  java.net.URI
 378:             7            392  java.util.ResourceBundle$CacheKey
 379:             1            392  org.apache.flink.runtime.io.network.api.writer.RecordWriter$OutputFlusher
 380:             4            384  [Ljava.lang.Thread;
 381:            16            384  [Lorg.jboss.netty.util.internal.ConcurrentIdentityWeakKeyHashMap$HashEntry;
 382:            12            384  akka.actor.Scheduler$$anon$1$$anon$2
 383:             1            384  java.lang.ref.Finalizer$FinalizerThread
 384:            12            384  java.security.Permissions
 385:            16            384  java.util.concurrent.ConcurrentLinkedQueue
 386:             1            384  java.util.logging.LogManager$Cleaner
 387:            24            384  java.util.regex.Pattern$BranchConn
 388:            16            384  java.util.regex.Pattern$Ques
 389:             1            384  org.apache.flink.core.fs.SafetyNetCloseableRegistry$CloseableReaperThread
 390:             1            384  org.apache.flink.runtime.io.disk.iomanager.IOManagerAsync$ReaderThread
 391:             1            384  org.apache.flink.runtime.io.disk.iomanager.IOManagerAsync$WriterThread
 392:             2            384  org.apache.flink.runtime.taskmanager.Task
 393:             1            384  org.apache.flink.runtime.util.JvmShutdownSafeguard
 394:            12            384  org.apache.flink.streaming.api.windowing.windows.TimeWindow
 395:             1            384  org.apache.flink.streaming.runtime.tasks.SourceStreamTask$LegacySourceFunctionThread
 396:            12            384  org.apache.flink.util.concurrent.ExecutorThreadFactory
 397:            24            384  org.apache.logging.log4j.core.lookup.SystemPropertiesLookup
 398:            16            384  scala.collection.immutable.Map$Map1
 399:            16            384  sun.misc.MetaIndex
 400:            12            384  sun.nio.ch.AllocatedNativeObject
 401:            16            384  sun.nio.ch.OptionKey
 402:            16            384  sun.nio.ch.SocketOptionRegistry$RegistryKey
 403:             1            376  java.lang.ref.Reference$ReferenceHandler
 404:             2            368  akka.remote.serialization.MiscMessageSerializer
 405:            23            368  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser
 406:            23            368  java.util.Collections$UnmodifiableSet
 407:            15            360  java.net.InetSocketAddress$InetSocketAddressHolder
 408:             9            360  java.util.IdentityHashMap
 409:            15            360  java.util.concurrent.LinkedBlockingQueue$Node
 410:             5            360  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
 411:            15            360  java.util.regex.Pattern$SingleI
 412:            15            360  javax.management.StandardMBean
 413:            15            360  org.apache.flink.core.fs.CloseableRegistry
 414:            15            360  sun.reflect.NativeMethodAccessorImpl
 415:             2            352  akka.remote.EndpointWriter
 416:            22            352  akka.util.Timeout
 417:            11            352  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 418:            11            352  java.util.regex.Pattern$3
 419:             4            352  org.apache.flink.streaming.runtime.tasks.SystemProcessingTimeService$ScheduledTaskExecutor
 420:            11            352  sun.reflect.generics.reflectiveObjects.TypeVariableImpl
 421:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
 422:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 423:             6            336  java.nio.DirectLongBufferU
 424:             7            336  java.util.ResourceBundle$BundleReference
 425:            14            336  java.util.regex.Pattern$Single
 426:             2            336  org.apache.logging.log4j.core.config.properties.PropertiesConfiguration
 427:            14            336  org.apache.logging.log4j.core.jmx.LoggerConfigAdmin
 428:            14            336  org.jboss.netty.util.ThreadRenamingRunnable
 429:            14            336  scala.collection.generic.GenTraversableFactory$$anon$1
 430:             6            336  sun.management.MemoryPoolImpl
 431:            16            328  [Ljava.lang.management.PlatformComponent;
 432:            20            320  akka.actor.dungeon.ChildrenContainer$NormalChildrenContainer
 433:            10            320  akka.dispatch.Dispatcher$LazyExecutorServiceDelegate
 434:            10            320  com.typesafe.config.impl.ConfigDouble
 435:            10            320  com.typesafe.config.impl.Token
 436:            10            320  java.io.FilePermission
 437:            10            320  java.lang.OutOfMemoryError
 438:             8            320  java.lang.invoke.DirectMethodHandle$Constructor
 439:            10            320  java.util.concurrent.FutureTask
 440:            10            320  java.util.concurrent.SynchronousQueue
 441:            10            320  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
 442:             8            320  org.apache.flink.runtime.clusterframework.types.ResourceProfile
 443:            10            320  org.apache.flink.streaming.api.operators.TimerHeapInternalTimer
 444:            10            320  org.apache.flink.streaming.runtime.tasks.mailbox.MailboxExecutorImpl
 445:             8            320  org.apache.logging.log4j.core.pattern.DatePatternConverter$FixedFormatter
 446:             8            320  org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext
 447:            10            320  scala.collection.immutable.Map$Map2
 448:            20            320  scala.concurrent.impl.Promise$DefaultPromise
 449:            13            312  akka.dispatch.CachingConfig$ValuePathEntry
 450:            13            312  java.net.Inet4Address
 451:             1            312  java.util.concurrent.ForkJoinPool
 452:            12            288  akka.actor.Scheduler$$anon$1
 453:            12            288  akka.actor.Scheduler$$anon$3
 454:            12            288  akka.dispatch.CachingConfig
 455:            12            288  akka.japi.pf.UnitCaseStatement
 456:             9            288  java.io.FileInputStream
 457:             6            288  java.nio.HeapCharBuffer
 458:            12            288  java.time.Month
 459:            12            288  java.time.ZoneOffset
 460:             9            288  java.util.logging.Level
 461:            12            288  java.util.regex.Pattern$Start
 462:             9            288  jdk.internal.org.objectweb.asm.Type
 463:            12            288  org.apache.logging.log4j.core.lookup.Interpolator
 464:            12            288  org.jboss.netty.util.internal.DeadLockProofWorker$1
 465:             6            288  sun.misc.URLClassPath
 466:             9            288  sun.security.jca.ProviderConfig
 467:             6            288  sun.util.locale.provider.LocaleResources$ResourceReference
 468:             7            280  java.util.EnumMap
 469:             7            280  org.apache.logging.log4j.core.config.Node
 470:             2            272  org.apache.flink.shaded.netty4.io.netty.util.internal.InternalThreadLocalMap
